Date,Close/Last,Volume,Open,High,Low
01-12-2024,$105.06,6680858,$106.00,$106.32,$104.72
01-11-2024,$105.90,9537701,$104.22,$106.01,$103.73
01-10-2024,$103.77,6784662,$102.69,$103.83,$102.37
01-09-2024,$102.74,7759476,$103.17,$103.40,$102.50
01-08-2024,$103.62,9414218,$102.08,$103.685,$101.7301
01-05-2024,$102.08,8044543,$102.46,$103.68,$101.90
01-04-2024,$102.30,10420580,$102.46,$103.62,$102.30
01-03-2024,$104.04,10573740,$105.72,$107.48,$104.00
01-02-2024,$106.55,9326616,$107.61,$107.85,$106.45
12-29-2023,$108.57,7667522,$108.96,$109.96,$108.09
12-28-2023,$108.82,9352902,$107.21,$109.40,$106.81
12-27-2023,$107.13,10157850,$108.34,$108.5898,$106.85
12-26-2023,$108.02,12846720,$108.30,$108.69,$107.48
12-22-2023,$108.04,46666190,$108.26,$110.80,$107.45
12-21-2023,$122.53,16533350,$122.30,$123.30,$121.30
12-20-2023,$121.43,9176621,$121.13,$123.3916,$121.00
12-19-2023,$122.64,7697272,$121.74,$123.34,$121.64
12-18-2023,$121.14,6874837,$121.41,$121.84,$120.855
12-15-2023,$121.55,13633280,$120.93,$122.06,$120.60
12-14-2023,$121.02,9590510,$121.44,$122.59,$119.82
12-13-2023,$121.17,8182887,$119.35,$121.44,$119.20
12-12-2023,$119.64,7378379,$119.68,$119.99,$118.58
12-11-2023,$118.61,7972751,$117.79,$119.42,$117.43
12-08-2023,$115.91,6122150,$114.50,$116.29,$114.47
12-07-2023,$114.81,7294460,$114.12,$116.00,$114.12
12-06-2023,$116.11,6316960,$116.00,$117.14,$115.5721
12-05-2023,$115.41,6959966,$114.66,$116.04,$114.60
12-04-2023,$115.15,10086580,$113.08,$115.32,$113.00
12-01-2023,$113.48,8051815,$110.33,$113.55,$109.75
11-30-2023,$110.27,8690871,$110.53,$110.595,$108.9649
11-29-2023,$110.37,9601810,$110.80,$112.15,$110.145
11-28-2023,$108.75,7287568,$108.57,$109.90,$108.15
11-27-2023,$107.96,5785038,$107.66,$108.22,$106.90
11-24-2023,$107.64,2443610,$107.50,$108.00,$107.40
11-22-2023,$107.92,6280910,$107.50,$108.03,$106.82
11-21-2023,$106.55,5803549,$106.17,$106.70,$105.35
11-20-2023,$106.32,6198621,$106.00,$106.55,$105.10
11-17-2023,$105.96,6353975,$108.06,$108.21,$105.52
11-16-2023,$107.61,5386979,$107.10,$108.00,$107.0001
11-15-2023,$107.82,11140830,$106.82,$109.06,$106.72
11-14-2023,$105.75,9674819,$105.56,$107.10,$105.38
11-13-2023,$104.20,7055631,$105.37,$105.72,$104.18
11-10-2023,$106.11,8897927,$107.34,$107.83,$105.61
11-09-2023,$107.00,9154218,$109.82,$109.90,$106.92
11-08-2023,$109.39,8639736,$109.37,$110.70,$108.90
11-07-2023,$109.36,7745848,$107.32,$109.36,$107.23
11-06-2023,$107.25,5231865,$106.96,$107.60,$106.37
11-03-2023,$107.06,7567959,$106.43,$107.65,$106.05
11-02-2023,$105.08,8135111,$102.05,$105.55,$101.89
11-01-2023,$100.88,7272370,$102.55,$102.67,$99.9688
10-31-2023,$102.77,6558458,$101.40,$102.93,$101.40
10-30-2023,$101.80,8206720,$99.00,$102.05,$99.00
10-27-2023,$97.98,9602699,$99.78,$100.335,$97.81
10-26-2023,$100.02,11222560,$102.18,$102.63,$99.95
10-25-2023,$103.54,7054680,$104.46,$105.035,$103.49
10-24-2023,$105.18,9252448,$103.66,$105.65,$103.66
10-23-2023,$102.81,5966147,$102.13,$103.755,$101.77
10-20-2023,$102.67,7823499,$103.32,$103.77,$102.57
10-19-2023,$103.05,8391080,$103.77,$104.35,$102.85
10-18-2023,$103.77,8757335,$102.97,$103.90,$102.9264
10-17-2023,$103.01,9253760,$101.97,$103.59,$101.97
10-16-2023,$102.04,10845420,$99.72,$102.58,$99.60
10-13-2023,$99.91,8784716,$99.585,$100.845,$99.45
10-12-2023,$99.25,10705170,$99.54,$100.05,$98.52
10-11-2023,$98.65,7642891,$98.31,$98.95,$98.01
10-10-2023,$97.62,8499017,$97.25,$98.86,$97.23
10-09-2023,$96.88,5964219,$96.78,$97.14,$95.92
10-06-2023,$97.11,8532939,$95.79,$97.71,$95.06
10-05-2023,$95.79,7429982,$95.79,$96.23,$95.28
10-04-2023,$95.89,8045393,$95.58,$96.255,$95.12
10-03-2023,$95.09,10964320,$94.32,$96.05,$94.18
10-02-2023,$94.56,12776340,$96.20,$96.38,$93.73
09-29-2023,$95.62,34935390,$99.37,$99.47,$94.62
09-28-2023,$89.63,16315560,$89.10,$89.7814,$88.66
09-27-2023,$89.42,7631009,$90.56,$90.70,$89.205
09-26-2023,$90.17,8060479,$90.00,$90.70,$89.78
09-25-2023,$90.60,8291657,$90.00,$90.85,$89.79
09-22-2023,$90.85,9292847,$91.58,$92.33,$90.55
09-21-2023,$91.59,7960552,$93.42,$93.49,$91.481
09-20-2023,$94.04,10274670,$93.97,$95.40,$93.83
09-19-2023,$94.62,9390096,$95.04,$95.49,$94.41
09-18-2023,$95.51,6946299,$96.00,$96.3663,$95.28
09-15-2023,$96.26,10467340,$98.15,$98.15,$96.13
09-14-2023,$97.19,7075271,$96.72,$97.68,$95.90
09-13-2023,$96.13,7140729,$96.30,$97.195,$95.6593
09-12-2023,$96.30,6307698,$96.99,$97.17,$96.175
09-11-2023,$96.79,7584681,$98.33,$98.375,$96.58
09-08-2023,$97.67,6435533,$98.10,$98.1344,$97.2775
09-07-2023,$97.93,9927060,$98.26,$98.76,$97.64
09-06-2023,$100.18,6096014,$99.76,$100.305,$99.03
09-05-2023,$100.32,6698665,$101.50,$101.96,$100.225
09-01-2023,$102.36,6359599,$101.97,$102.96,$101.52
08-31-2023,$101.71,7046219,$102.62,$102.89,$101.61
08-30-2023,$102.10,4822098,$101.64,$102.81,$101.51
08-29-2023,$101.77,8641614,$100.03,$102.155,$99.72
08-28-2023,$99.63,6006590,$99.59,$100.06,$98.865
08-25-2023,$98.84,7290611,$98.50,$99.09,$97.81
08-24-2023,$97.63,10310040,$98.70,$99.19,$97.56
08-23-2023,$98.75,20909070,$96.98,$99.19,$96.545
08-22-2023,$101.46,9820097,$100.96,$102.37,$100.73
08-21-2023,$102.86,6697559,$105.47,$105.48,$102.63
08-18-2023,$104.81,5836067,$103.83,$105.05,$103.76
08-17-2023,$105.05,5692762,$107.43,$107.83,$104.78
08-16-2023,$106.53,5953064,$106.07,$108.375,$106.07
08-15-2023,$106.55,6197554,$106.07,$106.82,$105.60
08-14-2023,$107.64,5305181,$107.92,$108.30,$107.07
08-11-2023,$108.09,5104405,$108.90,$109.5277,$107.86
08-10-2023,$109.03,7276458,$110.31,$111.95,$108.52
08-09-2023,$109.69,4328573,$109.79,$110.02,$108.30
08-08-2023,$109.69,5851909,$109.63,$109.89,$107.35
08-07-2023,$110.48,4887311,$109.87,$110.9399,$109.1844
08-04-2023,$108.81,5621400,$108.71,$110.31,$108.24
08-03-2023,$108.64,5085760,$107.00,$109.085,$106.645
08-02-2023,$107.51,6213581,$108.28,$108.515,$107.45
08-01-2023,$109.40,4567383,$110.00,$110.53,$109.135
07-31-2023,$110.39,6406734,$109.405,$110.85,$109.0476
07-28-2023,$108.62,5993039,$108.11,$108.959,$107.63
07-27-2023,$107.67,6544605,$109.83,$110.23,$107.40
07-26-2023,$109.30,5148906,$108.30,$109.59,$107.9528
07-25-2023,$108.30,7692755,$108.28,$108.85,$107.39
07-24-2023,$108.77,6787619,$110.41,$110.55,$108.51
07-21-2023,$109.06,6631599,$107.995,$109.2863,$107.51
07-20-2023,$107.53,6458000,$109.57,$110.02,$107.48
07-19-2023,$109.88,5027105,$109.08,$110.245,$108.58
07-18-2023,$109.72,5717868,$108.58,$110.34,$108.31
07-17-2023,$108.71,6683385,$107.26,$109.0995,$106.76
07-14-2023,$107.95,6933557,$107.94,$108.64,$107.185
07-13-2023,$107.84,6692257,$109.07,$109.13,$107.68
07-12-2023,$107.76,8305044,$108.525,$109.09,$107.22
07-11-2023,$107.39,5457205,$105.65,$107.62,$105.62
07-10-2023,$105.78,5374580,$104.48,$106.31,$104.25
07-07-2023,$104.46,7463086,$104.80,$105.47,$104.03
07-06-2023,$105.10,9929226,$105.29,$106.09,$103.67
07-05-2023,$107.10,10410550,$108.62,$108.905,$106.535
07-03-2023,$109.11,5734199,$111.06,$111.30,$109.11
06-30-2023,$110.37,19629590,$111.59,$112.25,$109.799
06-29-2023,$113.37,12465530,$113.60,$114.27,$112.61
06-28-2023,$113.03,6765974,$113.34,$113.745,$112.12
06-27-2023,$113.61,7138587,$112.53,$114.18,$112.43
06-26-2023,$111.74,6887058,$109.67,$112.21,$109.67
06-23-2023,$109.52,14329240,$107.75,$110.29,$107.30
06-22-2023,$110.46,6003494,$110.82,$111.25,$109.78
06-21-2023,$109.98,8377812,$109.13,$110.36,$108.71
06-20-2023,$109.54,10606880,$111.41,$112.815,$108.96
06-16-2023,$113.59,14445510,$114.00,$114.76,$113.06
06-15-2023,$112.41,10374200,$111.83,$112.815,$110.155
06-14-2023,$112.86,17415460,$107.48,$113.40,$107.48
06-13-2023,$106.78,8460508,$107.14,$107.4752,$106.2935
06-12-2023,$106.83,7965771,$106.29,$106.85,$104.60
06-09-2023,$105.86,5796002,$105.91,$106.28,$105.35
06-08-2023,$106.20,9139448,$107.16,$107.52,$105.67
06-07-2023,$107.09,11123900,$106.04,$108.24,$105.42
06-06-2023,$106.19,7896257,$105.49,$106.75,$105.20
06-05-2023,$105.20,7434017,$107.88,$107.5601,$105.18
06-02-2023,$107.78,11838230,$107.63,$108.42,$106.13
06-01-2023,$103.63,12025210,$104.18,$104.60,$102.90
05-31-2023,$105.26,21465160,$105.70,$106.17,$104.83
05-30-2023,$106.52,9335188,$108.40,$108.88,$106.2677
05-26-2023,$107.51,7911202,$107.00,$108.45,$107.00
05-25-2023,$107.48,6729847,$108.35,$108.9708,$107.42
05-24-2023,$108.29,8503192,$109.00,$109.10,$107.2016
05-23-2023,$108.78,11790410,$109.77,$111.06,$108.1871
05-22-2023,$110.18,12710290,$112.85,$112.85,$110.02
05-19-2023,$114.76,11674270,$114.56,$115.49,$113.10
05-18-2023,$118.87,5970500,$117.43,$119.145,$116.85
05-17-2023,$116.98,7765386,$116.38,$117.13,$115.25
05-16-2023,$116.48,8307929,$117.50,$117.8392,$116.12
05-15-2023,$119.83,5518188,$119.82,$119.99,$118.005
05-12-2023,$120.21,6574233,$120.99,$121.1953,$119.03
05-11-2023,$122.22,5923069,$123.45,$123.86,$121.90
05-10-2023,$123.51,5052636,$126.29,$126.455,$122.17
05-09-2023,$125.10,4082170,$125.27,$125.66,$124.17
05-08-2023,$126.88,3892645,$127.26,$127.69,$125.975
05-05-2023,$126.59,4887759,$125.93,$127.0283,$125.22
05-04-2023,$123.67,6177127,$124.94,$125.185,$122.82
05-03-2023,$126.74,4560081,$125.49,$128.38,$123.67
05-02-2023,$127.26,3831644,$127.15,$127.58,$125.165
05-01-2023,$127.92,4112782,$126.92,$128.68,$126.86
04-28-2023,$126.72,4421419,$125.15,$127.07,$124.96
04-27-2023,$125.70,4252135,$124.44,$126.01,$123.14
04-26-2023,$123.84,4003190,$124.21,$124.98,$123.29
04-25-2023,$124.66,4383342,$126.53,$126.77,$124.05
04-24-2023,$127.09,3790923,$125.51,$127.13,$125.145
04-21-2023,$125.53,3651389,$124.40,$125.68,$123.62
04-20-2023,$124.45,3891706,$124.80,$125.3513,$123.7085
04-19-2023,$125.67,3547598,$126.00,$126.075,$124.92
04-18-2023,$126.21,3857914,$127.23,$127.28,$125.015
04-17-2023,$126.19,3917912,$126.03,$126.48,$125.13
04-14-2023,$125.95,4828882,$127.00,$127.49,$125.49
04-13-2023,$126.43,5355297,$124.64,$126.6714,$124.46
04-12-2023,$123.66,4525132,$124.76,$124.8625,$123.221
04-11-2023,$123.30,4470956,$122.04,$124.08,$122.04
04-10-2023,$121.91,3731236,$119.30,$121.91,$119.13
04-06-2023,$120.22,4256901,$119.51,$120.49,$117.85
04-05-2023,$120.90,4331407,$123.00,$123.33,$120.56
04-04-2023,$123.69,5895258,$121.38,$123.945,$121.36
04-03-2023,$121.67,4838399,$122.50,$122.85,$120.82
03-31-2023,$122.64,5659422,$120.92,$122.71,$120.60
03-30-2023,$120.10,4578912,$121.03,$121.44,$119.335
03-29-2023,$120.49,5644018,$118.64,$120.57,$118.49
03-28-2023,$117.87,4461446,$117.95,$118.44,$116.85
03-27-2023,$117.81,6564242,$121.02,$121.07,$117.61
03-24-2023,$120.71,6163391,$120.23,$121.00,$119.315
03-23-2023,$120.97,7628073,$120.47,$123.27,$119.465
03-22-2023,$119.50,17625500,$123.66,$125.26,$119.33
03-21-2023,$125.61,15078780,$123.50,$126.06,$122.97
03-20-2023,$121.20,7594101,$120.99,$122.68,$119.81
03-17-2023,$120.39,12868910,$121.17,$121.73,$118.67
03-16-2023,$120.65,5661422,$116.86,$120.81,$116.6101
03-15-2023,$118.17,6599249,$116.32,$118.625,$115.81
03-14-2023,$119.00,6050822,$119.00,$119.49,$117.23
03-13-2023,$116.86,6038216,$115.82,$118.29,$115.79
03-10-2023,$117.49,5979635,$118.83,$118.99,$116.64
03-09-2023,$117.87,5635879,$120.08,$121.86,$117.55
03-08-2023,$119.86,4175226,$119.27,$120.04,$118.73
03-07-2023,$119.59,5345746,$120.20,$121.02,$119.23
03-06-2023,$120.17,5183814,$121.13,$121.99,$119.955
03-03-2023,$120.94,3871822,$120.13,$121.04,$119.02
03-02-2023,$119.58,4443207,$117.55,$119.96,$117.55
03-01-2023,$118.58,4120488,$117.95,$119.79,$117.83
02-28-2023,$118.79,8414063,$118.74,$120.40,$117.845
02-27-2023,$118.53,4240017,$119.26,$119.82,$118.32
02-24-2023,$118.04,4693002,$117.97,$118.74,$117.34
02-23-2023,$119.96,4101920,$120.76,$120.76,$118.55
02-22-2023,$119.90,5021991,$121.10,$121.395,$119.6375
02-21-2023,$121.10,5110256,$123.28,$124.00,$120.98
02-17-2023,$124.84,5161724,$123.71,$124.89,$123.435
02-16-2023,$124.38,4722184,$125.43,$127.21,$124.1101
02-15-2023,$127.48,5689700,$124.90,$127.50,$124.90
02-14-2023,$126.20,4845860,$123.95,$126.36,$123.74
02-13-2023,$125.15,5689778,$122.82,$125.72,$122.46
02-10-2023,$122.23,5195451,$121.51,$122.635,$120.54
02-09-2023,$122.18,5928984,$124.71,$125.02,$121.50
02-08-2023,$122.91,5877807,$123.38,$124.10,$121.80
02-07-2023,$125.33,5288935,$123.96,$125.93,$123.25
02-06-2023,$125.73,4666535,$125.52,$126.10,$124.32
02-03-2023,$127.61,4930209,$126.79,$129.42,$126.44
02-02-2023,$129.06,5214452,$130.45,$131.31,$127.86
02-01-2023,$129.50,6387919,$127.90,$130.22,$126.22
01-31-2023,$127.33,7687083,$126.42,$127.85,$126.01
01-30-2023,$126.37,6494692,$126.50,$127.56,$126.205
01-27-2023,$127.53,5730012,$127.07,$128.58,$126.695
01-26-2023,$127.53,5838801,$128.46,$128.99,$126.01
01-25-2023,$126.82,5933730,$125.86,$127.01,$124.83
01-24-2023,$126.83,5486219,$123.58,$128.005,$112.36
01-23-2023,$128.29,5581559,$126.90,$128.745,$126.54
01-20-2023,$126.62,5673181,$124.68,$126.64,$124.04
01-19-2023,$124.53,5273493,$124.79,$125.44,$123.61
01-18-2023,$126.43,6828808,$127.80,$128.5852,$126.00
